Movie,Genre,Runtime,Rating,Votes,Year,Synopsis,Actors,Certificate,Image
The Wild Wild West,"Action, Adventure, Western",50 min,8.1,"6,092",1965–1969,"Two Secret Service agents, equipped with a wide array of gizmos, work for the government in the Old West.","Robert Conrad, Ross Martin, Dick Cangey, Whitey Hughes",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Scott Pilgrim Takes Off,"Animation, Action, Adventure",,,No votes yet,2023–,"A 20-something Toronto indie rocker's adventures in getting and keeping jobs, avoiding being kicked out of his apartment, and surviving encounters with the seven evil exes of the new girl in town on whom he has a crush.","Mary Elizabeth Winstead, Brie Larson, Aubrey Plaza, Anna Kendrick",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Scavengers Reign,"Animation, Adventure, Drama",24 min,,No votes yet,2023–,It follows a crew of a damaged deep space freighter who are stranded on a beautiful but dangerous planet.,"Wunmi Mosaku, Alia Shawkat, Sunita Mani, Bob Stephenson",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Lockwood & Co.,"Action, Adventure, Drama",44 min,7.4,"23,611",2023,"Lucy, a girl with psychic abilities, joins two boys, Anthony and George, at the ghost-hunting agency Lockwood and Co. to fight the deadly spirits plaguing London, doing their best to save the day without any adult supervision.","Ruby Stokes, Cameron Chapman, Ali Hadji-Heshmati, Jack Bandeira",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Imperfects,"Action, Adventure, Drama",45 min,6.5,"7,691",2022,"After an experimental gene therapy turns them into monsters, three twenty-somethings band together to hunt down the scientist responsible and force him to make them human again.","Italia Ricci, Morgan Taylor Campbell, Rhianna Jagpal, Iñaki Godoy",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Winchesters,"Action, Adventure, Drama",42 min,6.3,"9,176",2022–2023,An epic untold love story of John and Mary of how they not only saved their love but also the entire world.,"Meg Donnelly, Drake Rodger, Nida Khurshid, Jojo Fleites",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Stand,"Adventure, Drama, Fantasy",361 min,7.1,"37,567",1994,"After a deadly plague kills most of the world's population, the remaining survivors split into two groups - one led by a benevolent elder and the other by a malevolent being - to face each other in a final battle between good and evil.","Gary Sinise, Molly Ringwald, Jamey Sheridan, Laura San Giacomo",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Cowboy Bebop,"Action, Adventure, Comedy",58 min,6.7,"42,494",2021,A ragtag crew of bounty hunters chases down the galaxy's most dangerous criminals. They'll save the world--for the right price.,"John Cho, Mustafa Shakir, Daniella Pineda, Elena Satine",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Teenage Mutant Ninja Turtles,"Animation, Action, Adventure",24 min,7.9,"13,763",2012–2017,"Four ninja turtles, mutated by a mysterious alien substance, must rise up out of the sewers and defend their city against evil forces from both the past and present.","Sean Astin, Rob Paulsen, Greg Cipes, Mae Whitman",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
12 Monkeys,"Adventure, Drama, Mystery",42 min,7.7,"47,456",2015–2018,Follows the journey of a time traveler from the post-apocalyptic future who appears in present day on a mission to locate and eradicate the source of a deadly plague that will nearly destroy the human race.,"Aaron Stanford, Amanda Schull, Noah Bean, Barbara Sukowa",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Teenage Mutant Ninja Turtles,"Animation, Action, Adventure",23 min,7.9,"36,766",1987–1996,Mutant heroes live in New York sewers and train in martial arts to protect the city from crime.,"Cam Clarke, Barry Gordon, Rob Paulsen, Townsend Coleman",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Daredevil: Born Again,"Action, Adventure, Crime",,,No votes yet,2024–,Plot kept under wraps.,"Charlie Cox, Margarita Levieva, Jon Bernthal, Vincent D'Onofrio",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Xena: Warrior Princess,"Action, Adventure, Drama",45 min,6.7,"47,352",1995–2001,"Xena, a mighty Warrior Princess with a dark past, sets out to redeem herself. She is joined by small town bard, Gabrielle. Together they journey the ancient world and fight for the greater good against ruthless Warlords and Gods.","Lucy Lawless, Renée O'Connor, Ted Raimi, Kevin Smith",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Librarians,"Action, Adventure, Comedy",42 min,7.2,"24,293",2014–2018,"A group of librarians set off on adventures in an effort to save mysterious, ancient artifacts.","Rebecca Romijn, Christian Kane, Lindy Booth, John Harlan Kim",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Future Man,"Action, Adventure, Comedy",30 min,7.7,"27,525",2017–2020,"Josh Futturman, a janitor by day and a gamer by night, is recruited by mysterious visitors to travel through time to prevent the extinction of humanity.","Josh Hutcherson, Eliza Coupe, Derek Wilson, Haley Joel Osment",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
So Weird,"Adventure, Family, Mystery",30 min,8.4,"3,199",1999–2001,"A preteen girl travels around the country continually stumbling over supernatural occurrences. Since nobody believes her, she posts her finds on her website, ""So Weird.""","Cara DeLizia, Mackenzie Phillips, Patrick Levis, Belinda Metz",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Velma,"Animation, Adventure, Comedy",,1.6,"75,033",2023–,"The origin of the sleuth and member of the Mystery Inc. gang, Velma.","Mindy Kaling, Glenn Howerton, Sam Richardson, Constance Wu",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
True Lies,"Action, Adventure, Comedy",,5.2,"4,547",2023,A bored linguistics professor discovers after 17 years that her tech salesman husband is secretly a top international spy. Now she has a use for her martial arts workouts and endless supply of languages.,"Steve Howey, Ginger Gonzaga, Mike O'Gorman, Erica Hernandez",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Dragon Ball Super: Doragon bôru cho,"Animation, Action, Adventure",24 min,8.3,"33,826",2015–2018,"Six months after the defeat of Majin Buu, The mighty Saiyan Son Goku continues his quest on becoming stronger.","Masako Nozawa, Naoki Tatsuta, Sean Schemmel, Ryô Horikawa",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
I Am Groot,"Animation, Short, Action",4 min,6.7,"37,264",2022–,A series of shorts featuring the seedling Groot along with several new and unusual characters.,"Vin Diesel, Fred Tatasciore, Bradley Cooper, Kaitlyn Robrock",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Ms. Marvel,"Action, Adventure, Comedy",271 min,6.3,"113,308",2022,"Kamala, a superhero fan with an imagination--particularly when it comes to Captain Marvel--feels like she doesn't fit in at school and sometimes even at home, that is until she gets superpowers like the heroes she admires.","Iman Vellani, Matt Lintz, Zenobia Shroff, Yasmeen Fletcher",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Iron Fist,"Action, Adventure, Crime",55 min,6.4,"136,839",2017–2018,A young man is bestowed with incredible martial arts skills and a mystical force known as the Iron Fist.,"Finn Jones, Jessica Henwick, Jessica Stroup, Tom Pelphrey",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Lost in Space,"Adventure, Comedy, Family",60 min,7.2,"8,527",1965–1968,A space colony family struggles to survive when a spy/accidental stowaway throws their ship hopelessly off course.,"Guy Williams, June Lockhart, Mark Goddard, Marta Kristen",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Willow,"Action, Adventure, Drama",,5.7,"32,618",2022–2023,"Twenty years after vanquishing the wicked queen Bavmorda, the sorcerer Willow Ufgood leads a group of misfits on a dangerous rescue mission into the unknown.","Ruby Cruz, Ellie Bamber, Tony Revolori, Erin Kellyman",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Wonder Woman,"Action, Adventure, Fantasy",60 min,7,"9,625",1975–1979,The adventures of the greatest of the female superheroes.,"Lynda Carter, Lyle Waggoner, Tom Kratochvil, Richard Eastham",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Falcon and the Winter Soldier,"Action, Adventure, Drama",300 min,7.1,"241,873",2021,"Following the events of 'Avengers: Endgame,' Sam Wilson/Falcon and Bucky Barnes/Winter Soldier team up in a global adventure that tests their abilities -- and their patience.","Anthony Mackie, Sebastian Stan, Wyatt Russell, Erin Kellyman",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Marco Polo,"Action, Adventure, Drama",60 min,8,"76,524",2014–2016,"In a world replete with greed, betrayal, sexual intrigue and rivalry, ""Marco Polo"" is based on the famed explorer's adventures in Kublai Khan's court in 13th century Mongolia.","Lorenzo Richelmy, Benedict Wong, Joan Chen, Remy Hii",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Night Sky,"Adventure, Drama, Fantasy",55 min,7.4,"21,508",2022,"Follows Franklin and Irene York, a couple who years ago discovered a chamber buried in their backyard which inexplicably leads to a strange, deserted planet.","Sissy Spacek, J.K. Simmons, Chai Hansen, Kiah McKirnan",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Extraordinary,"Action, Adventure, Comedy",25 min,7.7,"12,463",2023–,Jen is a self-aware young woman who lives in a world where everybody except her has a superpower.,"Máiréad Tyers, Sofia Oxenham, Bilal Hasna, Luke Rollason",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Hardy Boys,"Adventure, Drama, Family",45 min,7,"3,252",2020–2023,"When the Hardy boys, Frank and Joe and their father, Fenton arrive in Bridgeport they set out to uncover the truth behind the recent tragedy that has changed their lives, and in doing so, uncover something much more sinister.","Rohan Campbell, Alexander Elliot, Keana Lyn Bastidas, Adam Swain",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Falling Skies,"Action, Adventure, Drama",42 min,7.1,"91,969",2011–2015,Survivors of an alien attack on earth gather together to fight for their lives and fight back.,"Noah Wyle, Drew Roy, Maxim Knight, Will Patton",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Live to 100: Secrets of the Blue Zones,"Documentary, Adventure",157 min,7.9,"1,705",2023,Travel around the world with author Dan Buettner to discover five unique communities where people live extraordinarily long and vibrant lives.,Dan Buettner,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Frontier,"Adventure, Drama, History",60 min,7.1,"23,164",2016–2018,"Follows Declan Harp, a half-Irish/half Cree Native-Canadian outlaw who is campaigning to breach the Hudson's Bay Company's monopoly on the fur trade in Canada.","Jason Momoa, Landon Liboiron, Zoe Boyle, Greg Bryk",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Amazing Race,"Adventure, Family, Reality-TV",60 min,7.8,"15,172",2001–,"Multiple teams race around the globe for $1,000,000 to 'amazing' locations.","Phil Keoghan, Joyce Agu, Uchenna Agu, Jet McCoy",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Fantasy Island,"Adventure, Drama, Fantasy",,6.3,"5,290",2021–2023,"People who walk in with a desire, but end up reborn to themselves through the magical realism of Fantasy Island.","Roselyn Sanchez, Kiara Barnes, John Gabriel Rodriquez, Daniel Lugo",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Critical Role,"Adventure, Fantasy",180 min,9.2,"11,766",2015–,"A live weekly show in which a band of professional voice actors improvise, role-play, and roll their way through an epic Dungeons and Dragons campaign.","Matthew Mercer, Marisha Ray, Liam O'Brien, Sam Riegel",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Powerpuff Girls,"Animation, Action, Adventure",30 min,7.3,"46,156",1998–2004,"Three super-powered little girls constantly save the world (or at least the city of Townsville) from monsters, would-be conquerers and a few other gross things.","Cathy Cavadini, Elizabeth Daily, Tara Strong, Tom Kenny",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Silent Sea,"Adventure, Drama, Mystery",45 min,6.9,"23,668",2021–,"During a perilous 24-hour mission on the moon, space explorers try to retrieve samples from an abandoned research facility steeped in classified secrets.","Bae Doona, Gong Yoo, Lee Joon, Kim Sun-young",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Witcher: Blood Origin,"Action, Adventure, Drama",50 min,4.9,"43,249",2022,"More than a thousand years before the events of ""The Witcher,"" seven outcasts in an Elven world join forces in a quest against an all-powerful empire.","Sophia Brown, Laurence O'Fuarain, Mirren Mack, Lenny Henry",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Wizards of Waverly Place,"Adventure, Comedy, Drama",22 min,6.9,"37,080",2007–2012,"The Russo family may be an ordinary family with an average restaurant, but behind close doors, all three children must compete to be the next family wizard.","Selena Gomez, David Henrie, Jake T. Austin, Jennifer Stone",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
My Adventures with Superman,"Animation, Action, Adventure",23 min,7.7,"4,627",2023–,"Clark Kent builds his secret Superman identity and embraces his role as the hero of Metropolis, while sharing adventures and falling in love with Lois, a star investigative journalist, who also takes Jimmy Olsen under her wing.","Jack Quaid, Alice Lee, Ishmel Sahid, Darrell Brown",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Star Wars: Visions,"Animation, Short, Action",,7,"22,883",2021–,Star Wars anthology series that will see some of the world's best anime creators bring their talent to this beloved universe.,"Michael Sinterniklaas, Neil Kaplan, Adam Sietz, JP Karliak",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Diabolical,"Animation, Short, Action",14 min,6.9,"15,268",2022,A collection of animated short stories that takes place inside The Boys universe.,"Grey Griffin, Chris Diamantopoulos, Ben Schwartz, Antony Starr",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Charlie's Angels,"Action, Adventure, Crime",60 min,6.5,"13,846",1976–1981,"A wealthy mystery man named Charlie runs a detective agency via a speakerphone and his personal assistant, John Bosley. His detectives are three beautiful women, who end up in a variety of difficult situations.","Kate Jackson, Farrah Fawcett, Jaclyn Smith, David Doyle",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Adventure Time: Distant Lands,"Animation, Action, Adventure",42 min,8.7,"6,733",2020–2021,Adventure Time has a sequel with new adventures around other worlds.,"Tom Kenny, John DiMaggio, Jeremy Shada, Hynden Walch",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Steven Universe,"Animation, Short, Action",11 min,8.2,"37,882",2013–2019,"A team of intergalactic warriors fights to protect the Earth, but the combination of three highly trained beings and one quirky young boy leaves the team struggling to overcome the dangerous scenarios that are put in front of them.","Zach Callison, Deedee Magno, Michaela Dietz, Estelle",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Peppa Pig,"Animation, Short, Adventure",9 min,6.3,"6,074",2004–,A little pig named Peppa and her little brother George have journeys everyday with their family and friends.,"John Sparkes, Morwenna Banks, Richard Ridings, Oliver May",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Inside Job,"Animation, Adventure, Comedy",30 min,7.7,"27,669",2021–2022,"For employees of the Deep State, conspiracies aren't just theories, they're fact. And keeping them a secret is a full-time job.","Lizzy Caplan, Christian Slater, Clark Duke, Tisha Campbell",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
V,"Action, Adventure, Sci-Fi",60 min,7.3,"13,543",1984–1985,"A year after Liberation Day, courtesy of the red-dust bacteria, the humanoid, lizard-like aliens develop a resistance to the micro-organism and try to regain control of the Earth--only now, some humans are knowingly working with them.","Marc Singer, Faye Grant, Michael Ironside, Jane Badler",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Teen Titans Go!,"Animation, Short, Action",10 min,5.5,"23,512",2013–,"Superhero roommates Robin, Cyborg, Starfire, Raven and Beast Boy love saving the day, but what happens when they're done fighting crime?","Greg Cipes, Scott Menville, Khary Payton, Tara Strong",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Young Justice,"Animation, Action, Adventure",23 min,8.6,"44,205",2010–2022,Teenage superheroes strive to prove themselves as members of the Justice League.,"Nolan North, Danica McKellar, Jesse McCartney, Stephanie Lemelin",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Shantaram,"Action, Adventure, Crime",52 min,7.4,"14,094",2022,Lindsay arrives in Mumbai after escaping from an Australian prison. He meets Prabhakar who takes him to his native village where he relaunches his criminal career as Shantaram in the city's notorious underworld.,"Charlie Hunnam, Fayssal Bazzi, Sujaya Dasgupta, Antonia Desplat",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Dragon Ball: Doragon bôru,"Animation, Action, Adventure",25 min,8.6,"63,064",1986–1989,"Son Gokû, a fighter with a monkey tail, goes on a quest with an assortment of odd characters in search of the Dragon Balls, a set of crystals that can give its bearer anything they desire.","Masako Nozawa, Jôji Yanami, Brice Armstrong, Stephanie Nadolny",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Incredible Hulk,"Action, Adventure, Drama",60 min,7,"15,491",1977–1982,A fugitive scientist has the curse of becoming a powerful green monster under extreme emotional stress.,"Bill Bixby, Lou Ferrigno, Jack Colvin, Charles Napier",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Shannara Chronicles,"Adventure, Drama, Fantasy",42 min,7.1,"62,766",2016–2017,"Series of adventures, war, and evil that occur throughout the history of the Four Lands.","Austin Butler, Ivana Baquero, Manu Bennett, Aaron Jakubenko",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Musketeers,"Adventure, Drama",55 min,7.8,"23,355",2014–2016,"Set on the streets of 17th-century Paris, ""The Musketeers"" gives a contemporary take on the classic story about a group of highly trained soldiers and bodyguards assigned to protect King and country.","Luke Pasqualino, Tom Burke, Santiago Cabrera, Howard Charles",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Boruto: Naruto Next Generations,"Animation, Action, Adventure",23 min,6.5,"26,888",2017–,"Son of Naruto Uzumaki, Boruto, follows his father's footsteps along with his friends to become great ninja. Throughout all their adventures, Boruto is determined to make his mark in the ninja world and live outside of his father's shadow.","Yûko Sanpei, Kokoro Kikuchi, Amanda Céline Miller, Ryûichi Kijima",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Nanatsu no taizai,"Animation, Action, Adventure",24 min,7.8,"36,167",2014–2021,"The story of the Seven Deadly Sins, a group of warriors who were wrongly accused of a crime they didn't commit and went on a quest to vindicate themselves.","Bryce Papenbrook, Erika Harlacher, Max Mittelman, Cristina Valenzuela",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Vis a vis,"Action, Adventure, Drama",53 min,8.1,"24,766",2015–2019,She broke the law for the boss she fell in love with. Now this naive girl has to pay the price.,"Alba Flores, María Isabel Díaz Lago, Marta Aledo, Najwa Nimri",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Primal,"Animation, Action, Adventure",22 min,8.7,"18,405",2019–,A caveman and a dinosaur bond over shared tragedy and work together to survive in a perilous prehistoric world.,"Aaron LaPlante, Laëtitia Eïdo, Fred Tatasciore, Imari Williams",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Lois & Clark: The New Adventures of Superman,"Adventure, Comedy, Drama",46 min,6.7,"25,672",1993–1997,"In addition to fighting evil, Superman has a burning romance with Lois Lane in both of his identities.","Dean Cain, Teri Hatcher, Lane Smith, K Callan",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Timeless,"Action, Adventure, Drama",60 min,7.6,"45,839",2016–2018,An unlikely trio travel through time in order to battle unknown criminals and protect history as we know it.,"Abigail Spencer, Matt Lanter, Malcolm Barrett, Paterson Joseph",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Revolution,"Action, Adventure, Drama",43 min,6.6,"85,266",2012–2014,"Fifteen years after a permanent global blackout, a group of revolutionaries seek to drive out a tyrannical militia that's taken over the former United States of America.","Billy Burke, Tracy Spiridakos, Giancarlo Esposito, Zak Orth",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Total Drama Island,"Animation, Action, Adventure",22 min,7.4,"13,391",2007–2014,Animated satire of survivor reality shows featuring random teenage archetypes vying for the final prize by any means necessary.,"Anthony Christian Potenza, Clé Bennett, Rachel Wilson, Scott McCord",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Sword Art Online,"Animation, Action, Adventure",24 min,7.5,"50,307",2012–,"In the year 2022, thousands of people get trapped in a new virtual MMORPG and the lone wolf player, Kirito, works to escape.","Yoshitsugu Matsuoka, Haruka Tomatsu, Bryce Papenbrook, Cherami Leigh",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Teen Titans,"Animation, Action, Adventure",30 min,7.9,"36,300",2003–2006,A team of five teenaged superheroes save the world from many villains around their city while experiencing things normal teens face today.,"Hynden Walch, Greg Cipes, Scott Menville, Khary Payton",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Batwoman,"Action, Adventure, Crime",45 min,3.6,"45,668",2019–2022,Batwoman seeks justice for Gotham City.,"Camrus Johnson, Rachel Skarsten, Meagan Tandy, Nicole Kang",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Goblin Slayer,"Animation, Action, Adventure",30 min,7.5,"9,348",2018–,"In a fantasy world, a lone hero makes his living by exterminating all goblins he encounters. But one day he meets a friend, and his life begins to become more intense.","Yûichirô Umehara, Yui Ogura, Nao Tôyama, Brad Hawkins",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Sliders,"Adventure, Fantasy, Sci-Fi",60 min,7.4,"19,839",1995–2000,"A boy genius and his comrades travel to different parallel universes, trying to find their way back home.","Jerry O'Connell, Sabrina Lloyd, John Rhys-Davies, Cleavant Derricks",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Remington Steele,"Action, Adventure, Comedy",60 min,7.2,"9,578",1982–1987,The cases of a female private detective partnered with a former thief who assumes the role of a fictitious detective in the business.,"Stephanie Zimbalist, Pierce Brosnan, Doris Roberts, James Read",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Agent Carter,"Action, Adventure, Crime",42 min,7.8,"87,446",2015–2016,"In 1946, Peggy Carter is relegated to secretarial duties in the Strategic Scientific Reserve (SSR). When Howard Stark is accused of treason, he secretly recruits Peggy to clear his name with the help of his butler, Edwin Jarvis.","Hayley Atwell, James D'Arcy, Enver Gjokaj, Chad Michael Murray",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"Scooby Doo, Where Are You!","Animation, Adventure, Comedy",22 min,7.9,"39,618",1969–1978,"A group of teenage friends and their Great Dane (Scooby-Doo) travel in a bright green van solving strange and hilarious mysteries, while returning from or going to a regular teenage function.","Don Messick, Casey Kasem, Nicole Jaffe, Vic Perrin",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Are You Afraid of the Dark?,"Adventure, Drama, Fantasy",44 min,7.1,"2,668",2019–2022,"An anthology series that follows different chapters of the Midnight Society, a group of teenagers who gather at midnight to tell scary stories, such as the Carnival of Doom, Curse of the Shadows, and Ghost Island.","Bryce Gheisar, Malia Baker, Beatrice Kitsos, Arjun Athalye",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Fall Guy,"Action, Adventure, Comedy",60 min,7.1,"8,469",1981–1986,The adventures of a film stuntman who moonlights as a bounty hunter when movie work is slow.,"Lee Majors, Douglas Barr, Heather Thomas, Markie Post",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Dragon Prince,"Animation, Action, Adventure",26 min,8.3,"26,434",2018–,"Two human princes forge an unlikely bond with the elfin assassin sent to kill them, embarking on an epic quest to bring peace to their warring lands.","Paula Burrows, Jack De Sena, Sasha Rojen, Racquel Belmonte",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Barbarians,"Action, Adventure, Drama",280 min,7.2,"29,223",2020–,"Torn between the mighty empire that raised him and his own tribal people, a Roman officer's conflicted allegiances lead to an epic historical clash.","Laurence Rupp, Jeanne Goursaud, David Schütter, Florian Schmidtke",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Tengoku daimakyô,"Animation, Adventure, Mystery",24 min,8,"4,281",2023,"A boy grows up behind the safe walls of an apocalyptic Japan full of monsters. Tokyo flourishes as a paradise, while outside the walls of hell dangers lurk. However, a small group searches for heaven.","Nick Martineau, Gen Satô, Sayaka Senbongi, Hibiku Yamamura",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Naked and Afraid,"Adventure, Game-Show, Horror",43 min,6.6,"4,739",2013–,"Reality show where two strangers (typically 1 male, 1 female) try to survive in the wild for up to 21 days, naked.","Michael Brown, Amanda Kaye, Laura Zerra, Matt Wright",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Cike Wu Liuqi,"Animation, Action, Adventure",13 min,8.4,"3,879",2018–,"Seeking to recover his memories, a scissor-wielding hairdresser, bungling quasi-assassin stumbles into a struggle for power among three feuding factions.","Jas Patrick, Ronny Chieng, Yuuki Luna, Michael C. Pizzuto",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
H2O: Just Add Water,"Adventure, Comedy, Drama",23 min,7.3,"17,344",2006–2010,Three girls become mermaids after a mysterious island transforms them and gives them special powers.,"Cariba Heine, Phoebe Tonkin, Angus McLaren, Burgess Abernethy",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Jigokuraku,"Animation, Action, Adventure",24 min,8.2,"9,116",2023–,A squad of prisoners and their guards are sent to investigate a mysterious island. They get stranded there and must rely on each other to survive the island's mysterious and monstrous residents.,"Chiaki Kobayashi, Yumiri Hanamori, Marisa Duran, Alejandro Saab",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Dark Matter,"Adventure, Drama, Mystery",42 min,7.5,"44,174",2015–2017,"In the dystopian 27th century, six people wake up on a deserted spaceship with no memory of who they are or what they're doing there. They reluctantly team up and set off to find answers with the help of a female android.","Melissa O'Neil, Anthony Lemke, Alex Mallari Jr., Jodelle Ferland",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Ben 10: Omniverse,"Animation, Action, Adventure",22 min,6.3,"6,812",2012–2014,"The continuing adventures of Ben Tennyson (Yuri Lowenthal) and his new partner, Rook Blonko (Bumper Robinson).","Yuri Lowenthal, Bumper Robinson, Eric Bauza, Paul Eiding",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Julie and the Phantoms,"Adventure, Comedy, Drama",,8.4,"11,354",2020,"Julie is a teenage girl who finds her passion for music and life with the help of a high -concept band of teen boys (The Phantoms) who have been dead for 25 years. Julie, in turn, helps them become the band they were never able to be.","Madison Reyes, Charlie Gillespie, Owen Patrick Joyner, Jeremy Shada",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Dokutaa Sutoon,"Animation, Action, Adventure",24 min,8.1,"25,398",2019–,"Awakened into a world where humanity has been petrified, scientific genius Senku and his brawny friend Taiju use their skills to rebuild civilization.","Yûsuke Kobayashi, Manami Numakura, Ayumu Murase, Gen Satô",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
